Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"79","'276","Germany","1058","'21121","Meat of chickens, fresh or chilled","5321","Producing Animals/Slaughtered","1990","1990","1000 Head","398000.000000","E"
"106","'380","Italy","568","'01229","Cantaloupes and other melons","5419","Yield","2005","2005","hg/ha","219846.000000","E"
"174","'620","Portugal","339","'01449.90","Other oil seeds, n.e.c.","5312","Area harvested","1999","1999","ha",,"A"
"174","'620","Portugal","1079","'02152","Turkeys","5112","Stocks","2012","2012","1000 Head","6450.000000","E"
"68","'250","France","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5417","Yield/Carcass Weight","1961","1961","hg/An","926.000000","E"
"203","'724","Spain","534","'01345","Peaches and nectarines","5419","Yield","1981","1981","hg/ha","101088.000000","E"
"174","'620","Portugal","1025","'02954","Raw hides and skins of goats or kids","5420","Yield","2001","2001","hg/An","43.000000","E"
"174","'620","Portugal","402","'01253.01","Onions and shallots, green","5312","Area harvested","2018","2018","ha",,"A"
"203","'724","Spain","461","'01356","Locust beans (carobs)","5419","Yield","2014","2014","hg/ha","7998.000000","E"
"106","'380","Italy","44","'0115","Barley","5419","Yield","1979","1979","hg/ha","26381.000000","E"
"174","'620","Portugal","826","'01970","Unmanufactured tobacco","5510","Production","1977","1977","tonnes","12800.000000","A"
"79","'276","Germany","268","'21631.01","Sunflower-seed oil, crude","5510","Production","2011","2011","tonnes","118600.000000","T"
"203","'724","Spain","1079","'02152","Turkeys","5112","Stocks","1964","1964","1000 Head","316.000000","A"
"79","'276","Germany","1182","'02910","Natural honey","5510","Production","1961","1961","tonnes","9360.000000","A"
"68","'250","France","1069","'21122","Meat of ducks, fresh or chilled","5510","Production","1994","1994","tonnes","204182.000000","A"
"68","'250","France","394","'01235","Pumpkins, squash and gourds","5510","Production","2000","2000","tonnes","62131.000000","A"
"106","'380","Italy","252","'2166","Coconut oil","5510","Production","2017","2017","tonnes","337.000000","I"
"203","'724","Spain","459","'01691","Chicory roots","5312","Area harvested","1976","1976","ha","1045.000000","A"
"106","'380","Italy","1025","'02954","Raw hides and skins of goats or kids","5510","Production","1992","1992","tonnes","980.000000","I"
"79","'276","Germany","947","'21112","Meat of buffalo, fresh or chilled","5320","Producing Animals/Slaughtered","1995","1995","Head",,"M"
"79","'276","Germany","268","'21631.01","Sunflower-seed oil, crude","5510","Production","1972","1972","tonnes","59000.000000","E"
"68","'250","France","211","'01709.90","Other pulses n.e.c.","5510","Production","1980","1980","tonnes","1000.000000","E"
"106","'380","Italy","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2004","2004","Head","6612218.000000","A"
"79","'276","Germany","1808","'F1808","Meat, Poultry","5424","Yield/Carcass Weight","1989","1989","0.1g/An","12958.000000","E"
"68","'250","France","1242","'21700.02","Margarine and shortening","5510","Production","2002","2002","tonnes","90000.000000","T"
"106","'380","Italy","1723","'F1723","Sugar Crops Primary","5510","Production","1990","1990","tonnes","11768400.000000","E"
"106","'380","Italy","1098","'21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1994","1994","Head","268405.000000","A"
"174","'620","Portugal","773","'26190.01","Flax, processed but not spun","5510","Production","1972","1972","tonnes","212.000000","A"
"106","'380","Italy","1807","'F1807","Sheep and Goat Meat","5320","Producing Animals/Slaughtered","1986","1986","Head","7959140.000000","E"
"106","'380","Italy","560","'01330","Grapes","5419","Yield","1978","1978","hg/ha","82866.000000","T"
"203","'724","Spain","569","'01315","Figs","5419","Yield","1995","1995","hg/ha","26744.000000","E"
"68","'250","France","1141","'21114","Meat of rabbits and hares, fresh or chilled","5424","Yield/Carcass Weight","2015","2015","0.1g/An","14205.000000","E"
"174","'620","Portugal","1068","'02154","Ducks","5112","Stocks","2015","2015","1000 Head",,"M"
"203","'724","Spain","101","'01195","Canary seed","5312","Area harvested","2000","2000","ha","50.000000","E"
"203","'724","Spain","1783","'F1783","Eggs Primary","5410","Yield","2020","2020","100mg/An","183184.000000","E"
"174","'620","Portugal","1057","'02151","Chickens","5112","Stocks","1971","1971","1000 Head","14150.000000","E"
"79","'276","Germany","1738","'F1738","Fruit Primary","5419","Yield","1996","1996","hg/ha","133888.000000","E"
"174","'620","Portugal","531","'01344.02","Cherries","5312","Area harvested","1996","1996","ha","4790.000000","A"
"203","'724","Spain","1183","'02960.01","Beeswax","5510","Production","1978","1978","tonnes","710.000000","A"
"203","'724","Spain","490","'01323","Oranges","5312","Area harvested","1997","1997","ha","135584.000000","A"
"174","'620","Portugal","486","'01312","Bananas","5312","Area harvested","2018","2018","ha","1050.000000","A"
"79","'276","Germany","530","'01344.01","Sour cherries","5312","Area harvested","1969","1969","ha",,"M"
"203","'724","Spain","495","'01324","Tangerines, mandarins, clementines","5419","Yield","1971","1971","hg/ha","143385.000000","E"
"203","'724","Spain","201","'01704","Lentils, dry","5510","Production","1980","1980","tonnes","56100.000000","A"
"79","'276","Germany","394","'01235","Pumpkins, squash and gourds","5419","Yield","2015","2015","hg/ha","236253.000000","E"
"174","'620","Portugal","889","'22222.01","Whole milk, condensed","5510","Production","2006","2006","tonnes","1000.000000","E"
"79","'276","Germany","267","'01445","Sunflower seed","5419","Yield","1993","1993","hg/ha","26207.000000","E"
"203","'724","Spain","1735","'F1735","Vegetables Primary","5312","Area harvested","2017","2017","ha","330669.000000","E"
"68","'250","France","521","'01342.01","Pears","5312","Area harvested","1981","1981","ha","22693.000000","T"
"68","'250","France","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1988","1988","1000 Head","68047.000000","A"
"106","'380","Italy","205","'01709.01","Vetches","5419","Yield","2011","2011","hg/ha","11414.000000","E"
"79","'276","Germany","885","'22120","Cream, fresh","5510","Production","1973","1973","tonnes","229000.000000","A"
"106","'380","Italy","1062","'0231","Hen eggs in shell, fresh","5510","Production","1988","1988","tonnes","700000.000000","A"
"203","'724","Spain","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5312","Area harvested","1965","1965","ha","32603.000000","A"
"68","'250","France","407","'01254","Leeks and other alliaceous vegetables","5419","Yield","2020","2020","hg/ha","298254.000000","E"
"68","'250","France","358","'01212","Cabbages","5312","Area harvested","1977","1977","ha","12368.000000","A"
"106","'380","Italy","414","'01241.90","Other beans, green","5419","Yield","1992","1992","hg/ha","84729.000000","E"
"106","'380","Italy","463","'01290.90","Other vegetables, fresh n.e.c.","5510","Production","1970","1970","tonnes","1732000.000000","A"
"174","'620","Portugal","826","'01970","Unmanufactured tobacco","5312","Area harvested","1980","1980","ha","3500.000000","E"
"203","'724","Spain","526","'01343","Apricots","5510","Production","1980","1980","tonnes","113800.000000","A"
"106","'380","Italy","1018","'21156","Edible offal of goat, fresh, chilled or frozen","5510","Production","2012","2012","tonnes","159.000000","I"
"174","'620","Portugal","777","'01929.02","True hemp, raw or retted","5510","Production","1968","1968","tonnes","87.000000","A"
"203","'724","Spain","44","'0115","Barley","5419","Yield","1983","1983","hg/ha","17837.000000","E"
"68","'250","France","1140","'02191","Rabbits and hares","5112","Stocks","1986","1986","1000 Head","20478.000000","A"
"203","'724","Spain","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","2017","2017","Head","9833126.000000","A"
"106","'380","Italy","71","'0116","Rye","5419","Yield","2016","2016","hg/ha","31568.000000","E"
"106","'380","Italy","1079","'02152","Turkeys","5112","Stocks","1998","1998","1000 Head","26000.000000","E"
"203","'724","Spain","1806","'F1806","Beef and Buffalo Meat","5320","Producing Animals/Slaughtered","2009","2009","Head","2306584.000000","E"
"174","'620","Portugal","399","'01233","Eggplants (aubergines)","5312","Area harvested","2014","2014","ha","104.000000","A"
"68","'250","France","1019","'21515","Goat fat, unrendered","5320","Producing Animals/Slaughtered","2009","2009","Head","1171177.000000","A"
"106","'380","Italy","358","'01212","Cabbages","5510","Production","1999","1999","tonnes","523424.000000","A"
"174","'620","Portugal","234","'01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","5312","Area harvested","2003","2003","ha","0.000000","A"
"79","'276","Germany","1735","'F1735","Vegetables Primary","5419","Yield","1990","1990","hg/ha","224458.000000","E"
"203","'724","Spain","402","'01253.01","Onions and shallots, green","5419","Yield","1965","1965","hg/ha","133438.000000","E"
"68","'250","France","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2011","2011","Head","6285902.000000","A"
"106","'380","Italy","982","'02291","Raw milk of sheep","5420","Yield","1972","1972","hg/An","750.000000","E"
"203","'724","Spain","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","1972","1972","tonnes","833726.000000","A"
"79","'276","Germany","137","'01540","Yams","5312","Area harvested","2012","2012","ha",,"M"
"203","'724","Spain","1242","'21700.02","Margarine and shortening","5510","Production","1994","1994","tonnes","85300.000000","A"
"79","'276","Germany","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","1961","1961","Head","1507000.000000","E"
"106","'380","Italy","328","'01921.01","Seed cotton, unginned","5510","Production","1967","1967","tonnes","6400.000000","T"
"79","'276","Germany","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5510","Production","1982","1982","tonnes",,"M"
"79","'276","Germany","1017","'21116","Meat of goat, fresh or chilled","5320","Producing Animals/Slaughtered","1980","1980","Head","10800.000000","E"
"203","'724","Spain","367","'01211","Asparagus","5510","Production","1969","1969","tonnes","34200.000000","A"
"174","'620","Portugal","982","'02291","Raw milk of sheep","5318","Milk Animals","1996","1996","Head","613000.000000","A"
"79","'276","Germany","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","2010","2010","Head","9875.000000","A"
"106","'380","Italy","223","'01375","Pistachios, in shell","5510","Production","1961","1961","tonnes","2800.000000","E"
"68","'250","France","367","'01211","Asparagus","5419","Yield","2011","2011","hg/ha","46357.000000","E"
"79","'276","Germany","1780","'F1780","Milk, Total","5318","Milk Animals","2003","2003","Head","4401580.000000","E"
"203","'724","Spain","367","'01211","Asparagus","5510","Production","2001","2001","tonnes","64858.000000","A"
"79","'276","Germany","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","1965","1965","Head","7020388.000000","A"
"203","'724","Spain","1091","'0232","Eggs from other birds in shell, fresh, n.e.c.","5313","Laying","1988","1988","1000 Head","239.000000","A"
"203","'724","Spain","531","'01344.02","Cherries","5419","Yield","2006","2006","hg/ha","37332.000000","E"
"174","'620","Portugal","572","'01311","Avocados","5312","Area harvested","1961","1961","ha",,"M"
"203","'724","Spain","1749","'F1749","Sheep and Goats","5111","Stocks","2011","2011","Head","19695598.000000","E"
"203","'724","Spain","1242","'21700.02","Margarine and shortening","5510","Production","1984","1984","tonnes","57500.000000","A"
"79","'276","Germany","417","'01242","Peas, green","5419","Yield","2003","2003","hg/ha","46591.000000","E"
"203","'724","Spain","267","'01445","Sunflower seed","5312","Area harvested","2017","2017","ha","724629.000000","A"
"174","'620","Portugal","461","'01356","Locust beans (carobs)","5510","Production","2004","2004","tonnes","29461.000000","A"
"68","'250","France","296","'01448","Poppy seed","5510","Production","1979","1979","tonnes","2500.000000","E"
"203","'724","Spain","976","'02122","Sheep","5111","Stocks","2007","2007","Head","22194256.000000","A"
"68","'250","France","1726","'F1726","Pulses, Total","5510","Production","1969","1969","tonnes","106300.000000","E"
"174","'620","Portugal","60","'21691.02","Oil of maize","5510","Production","2008","2008","tonnes","3900.000000","T"
"174","'620","Portugal","515","'01341","Apples","5312","Area harvested","2015","2015","ha","14006.000000","A"
"68","'250","France","1745","'F1745","Cheese (All Kinds)","5510","Production","1974","1974","tonnes","920500.000000","E"
"203","'724","Spain","221","'01371","Almonds, in shell","5419","Yield","1998","1998","hg/ha","3498.000000","E"
"68","'250","France","495","'01324","Tangerines, mandarins, clementines","5510","Production","1987","1987","tonnes","30928.000000","A"
"203","'724","Spain","328","'01921.01","Seed cotton, unginned","5510","Production","1986","1986","tonnes","263600.000000","A"
"79","'276","Germany","393","'01213","Cauliflowers and broccoli","5419","Yield","1964","1964","hg/ha","199448.000000","E"
"68","'250","France","1780","'F1780","Milk, Total","5420","Yield","1971","1971","hg/An","26948.000000","E"
"203","'724","Spain","242","'0142","Groundnuts, excluding shelled","5510","Production","2015","2015","tonnes","1580.000000","E"
"203","'724","Spain","1037","'21511.01","Fat of pigs","5320","Producing Animals/Slaughtered","2017","2017","Head","50072755.000000","A"
"203","'724","Spain","748","'01930.01","Peppermint, spearmint","5312","Area harvested","1967","1967","ha","100.000000","A"
"203","'724","Spain","296","'01448","Poppy seed","5312","Area harvested","1969","1969","ha",,"M"
